filename|arousal|valence
03193.flac|Init|+1
03194.flac|Init|Init
03195.flac|Ignore|+2
03196.flac|Init|0
03197.flac|+1|-2
03198.flac|0|-1
03199.flac|+1|-0.5
03200.flac|Init|+2
03201.flac|-0.5|-1
03202.flac|-0.5|-1
03203.flac|+2|0
03204.flac|Init|-2
03205.flac|-2|+2
03206.flac|+0.5|+1
03207.flac|+2|+1
03208.flac|+0.5|-2
03209.flac|-0.5|-2
03210.flac|0|-0.5
03211.flac|-0.5|+2
03212.flac|Ignore|+0.5
03213.flac|+0.5|Init
03214.flac|-2|Ignore
03215.flac|Init|Ignore
03216.flac|+0.5|Init
03217.flac|+1|-2
03218.flac|-2|-0.5
03219.flac|0|+0.5
03220.flac|Init|Ignore
03221.flac|-2|-0.5
03222.flac|+2|-1
03223.flac|Init|-0.5
03224.flac|0|Init
03225.flac|-0.5|-2
03226.flac|Init|+0.5
03227.flac|0|-2
03228.flac|0|Ignore
03229.flac|Init|+1
03230.flac|Init|+2
03231.flac|+2|+1
03232.flac|Ignore|+0.5
03233.flac|+2|+1
03234.flac|+2|-0.5
03235.flac|Init|+2
03236.flac|-2|+2
03237.flac|-0.5|-1
03238.flac|+2|+2
03239.flac|+1|0
03240.flac|+0.5|Init
03241.flac|+0.5|-2
03242.flac|Init|0
03243.flac|Ignore|-2
03244.flac|+1|Ignore
03245.flac|Init|0
03246.flac|-1|+2
03247.flac|+1|0
03248.flac|Ignore|0
03249.flac|+1|0
03250.flac|-1|Ignore
03251.flac|+0.5|+1
03252.flac|Init|0
03253.flac|-1|Ignore
03254.flac|+1|-2
03255.flac|0|Ignore
03256.flac|-1|-2
03257.flac|-1|+2
03258.flac|+1|+1
03259.flac|-2|-2
03260.flac|-2|-2
03261.flac|+0.5|0
03262.flac|Init|0
03263.flac|+0.5|-1
03264.flac|Init|-0.5
03265.flac|Ignore|+1
03266.flac|+1|Ignore
03267.flac|-2|-2
03268.flac|+0.5|0
03269.flac|+0.5|+2
03270.flac|Ignore|-2
03271.flac|+0.5|Init
03272.flac|-0.5|Ignore
03273.flac|Init|Init
03274.flac|+1|+1
03275.flac|-2|-0.5
03276.flac|-1|Ignore
03277.flac|0|+1
03278.flac|-1|-0.5
03279.flac|+2|+2
03280.flac|+2|0
03281.flac|-0.5|+1
03282.flac|Init|-0.5
03283.flac|+2|Ignore
03284.flac|+1|+0.5
03285.flac|+1|+0.5
03286.flac|Ignore|0
03287.flac|-2|-0.5
03288.flac|Ignore|+1
03289.flac|-2|+0.5
03290.flac|+1|+1
03291.flac|Ignore|Init
03292.flac|+2|-0.5
03293.flac|+0.5|+2
03294.flac|-2|Ignore
03295.flac|Ignore|0
03296.flac|0|+2
03297.flac|+1|+0.5
03298.flac|-0.5|-1
03299.flac|Init|+1
03300.flac|+0.5|-0.5
03301.flac|Ignore|-1
03302.flac|+2|Init
03303.flac|-0.5|+2
03304.flac|+2|+0.5
03305.flac|-2|+1
03306.flac|+2|-0.5
03307.flac|-2|Init
03308.flac|-0.5|+0.5
03309.flac|-0.5|-1
03310.flac|+2|-1
03311.flac|Ignore|+1
03312.flac|+0.5|Init
03313.flac|Init|+0.5
03314.flac|+1|+1
03315.flac|-2|0
03316.flac|+1|0
03317.flac|+0.5|-1
03318.flac|Init|Init
03319.flac|+0.5|+2
03320.flac|Ignore|Ignore
03321.flac|Ignore|+2
03322.flac|-2|-1
03323.flac|Ignore|-1
03324.flac|0|0
03325.flac|-0.5|+1
03326.flac|Ignore|-2
03327.flac|Init|+1
03328.flac|-2|-1
03329.flac|+2|+0.5
03330.flac|-1|-1
03331.flac|-1|0
03332.flac|Init|+2
03333.flac|-1|Ignore
03334.flac|0|-1
03335.flac|+0.5|-2
03336.flac|Ignore|+0.5
03337.flac|-2|+2
03338.flac|Ignore|Ignore
03339.flac|-1|-2
03340.flac|-0.5|0
03341.flac|+2|+0.5
03342.flac|0|+2
03343.flac|+2|-1
03344.flac|0|+0.5
03345.flac|+0.5|-0.5
03346.flac|Ignore|Init
03347.flac|+0.5|0
03348.flac|+1|-0.5
03349.flac|-0.5|0
03350.flac|+0.5|Ignore
03351.flac|Init|-2
03352.flac|+0.5|Init
03353.flac|-1|Init
03354.flac|+1|0
03355.flac|-1|-2
03356.flac|+1|-0.5
03357.flac|Ignore|-2
03358.flac|+0.5|-2
03359.flac|+0.5|+0.5
03360.flac|+1|-2
03361.flac|-2|Init
03362.flac|Init|-2
03363.flac|-1|Init
03364.flac|+1|-0.5
03365.flac|-2|+0.5
03366.flac|+1|-1
03367.flac|0|+2
03368.flac|+2|0
03369.flac|Ignore|-0.5
03370.flac|Init|-0.5
03371.flac|Ignore|-1
03372.flac|-1|Init
03373.flac|-1|+1
03374.flac|-1|+1
03375.flac|-2|Ignore
03376.flac|+0.5|-1
03377.flac|+1|-2
03378.flac|Ignore|-2
03379.flac|+2|-2
03380.flac|+0.5|0
03381.flac|+2|-2
03382.flac|+0.5|Init
03383.flac|-1|0
03384.flac|+2|Init
03385.flac|+1|+0.5
03386.flac|+1|Ignore
03387.flac|0|+2
03388.flac|-1|-2
03389.flac|-2|+2
03390.flac|0|-1
03391.flac|Ignore|-2
03392.flac|-1|Init
03393.flac|-1|-1
03394.flac|+1|Init
03395.flac|Init|-1
03396.flac|+1|+2
03397.flac|+1|0
03398.flac|+2|-2
03399.flac|Init|Init
03400.flac|Ignore|0
03401.flac|+1|Init
03402.flac|Init|-1
03403.flac|+0.5|-1
03404.flac|+2|Init
03405.flac|-2|0
03406.flac|0|0
03407.flac|-1|+0.5
03408.flac|-1|+1
03409.flac|-0.5|-0.5
03410.flac|+1|+1
03411.flac|-2|+1
03412.flac|+0.5|-0.5
03413.flac|0|+2
03414.flac|+1|Ignore
03415.flac|Init|Ignore
03416.flac|-0.5|+2
03417.flac|Ignore|0
03418.flac|Init|Init
03419.flac|+0.5|0
03420.flac|-1|+1
03421.flac|-2|Ignore
03422.flac|-0.5|Ignore
03423.flac|+0.5|-1
03424.flac|-0.5|+1
03425.flac|Init|0
03426.flac|+2|+0.5
03427.flac|-2|Ignore
03428.flac|0|+2
03429.flac|+2|+1
03430.flac|Ignore|-1
03431.flac|+1|+0.5
03432.flac|Ignore|Init
03433.flac|0|+2
03434.flac|+1|-1
03435.flac|Init|+0.5
03436.flac|+0.5|Init
03437.flac|Ignore|0
03438.flac|-1|+1
03439.flac|-0.5|+2
03440.flac|Init|+0.5
03441.flac|-1|+2
03442.flac|0|0
03443.flac|+1|+2
03444.flac|+2|-2
03445.flac|-1|+0.5
03446.flac|-0.5|+0.5
03447.flac|0|Ignore
03448.flac|-1|0
03449.flac|-2|+2
03450.flac|+2|-1
03451.flac|0|-2
03452.flac|Init|-2
03453.flac|Ignore|+1
03454.flac|0|Ignore
03455.flac|-1|-0.5
03456.flac|+1|-0.5
03457.flac|-0.5|-0.5
03458.flac|-0.5|0
03459.flac|+1|+0.5
03460.flac|-2|-1
03461.flac|-2|0
03462.flac|-1|-0.5
03463.flac|-0.5|Ignore
03464.flac|0|-2
03465.flac|+1|+0.5
03466.flac|-2|-2
03467.flac|-2|Ignore
03468.flac|Init|0
03469.flac|0|+2
03470.flac|-1|+2
03471.flac|+2|+1
03472.flac|-1|Ignore
03473.flac|-2|+2
03474.flac|Ignore|+0.5
03475.flac|Init|Init
03476.flac|+1|+2
03477.flac|0|+1
03478.flac|+0.5|-1
03479.flac|+2|-1
03480.flac|+1|-0.5
03481.flac|Ignore|+2
03482.flac|Ignore|-1
03483.flac|0|-1
03484.flac|+2|-0.5
03485.flac|Ignore|+1
03486.flac|Ignore|0
03487.flac|0|-0.5
03488.flac|-1|-1
03489.flac|-1|Init
03490.flac|-1|Init
03491.flac|+2|+1
03492.flac|-2|-1
03493.flac|-2|Init
03494.flac|Init|-1
03495.flac|Ignore|+2
03496.flac|-1|+0.5
03497.flac|+1|+0.5
03498.flac|+1|-1
03499.flac|-0.5|+1
03500.flac|+2|+2
03501.flac|-0.5|Ignore
03502.flac|+1|-1
03503.flac|-0.5|Ignore
03504.flac|+0.5|-2
03505.flac|0|+0.5
03506.flac|-0.5|+0.5
03507.flac|+1|+0.5
03508.flac|+1|+1
03509.flac|Init|+2
03510.flac|0|+0.5
03511.flac|Init|-2
03512.flac|+1|-0.5
03513.flac|+0.5|-0.5
03514.flac|-2|-2
03515.flac|Ignore|-1
03516.flac|0|0
03517.flac|+2|Ignore
03518.flac|Ignore|-0.5
03519.flac|Init|-2
03520.flac|+0.5|-2
03521.flac|-2|-2
03522.flac|Ignore|Init
03523.flac|Init|0
03524.flac|-1|+0.5
03525.flac|-0.5|Init
03526.flac|-1|+2
03527.flac|+1|Init
03528.flac|-0.5|Init
03529.flac|Ignore|-1
03530.flac|+0.5|-1
03531.flac|-0.5|Init
03532.flac|-0.5|-2
03533.flac|+0.5|+1
03534.flac|Init|+0.5
03535.flac|-1|0
03536.flac|0|+2
03537.flac|+0.5|+1
03538.flac|+2|-2
03539.flac|Ignore|-1
03540.flac|+1|-1
03541.flac|-2|0
03542.flac|Init|-2
03543.flac|0|-2
03544.flac|0|-2
03545.flac|-1|+2
03546.flac|-0.5|-2
03547.flac|Init|0
03548.flac|-1|-1
03549.flac|+1|+2
03550.flac|Ignore|Ignore
03551.flac|-1|+0.5
03552.flac|-0.5|Init
03553.flac|+1|+2
03554.flac|-0.5|-0.5
03555.flac|0|-0.5
03556.flac|+1|+0.5
03557.flac|-1|-1
03558.flac|+1|-0.5
03559.flac|Ignore|+0.5
03560.flac|-1|Ignore
03561.flac|+1|-0.5
03562.flac|Init|-0.5
03563.flac|-2|+0.5
03564.flac|0|-0.5
03565.flac|-0.5|-1
03566.flac|-0.5|+2
03567.flac|Ignore|+1
03568.flac|-1|Init
03569.flac|+1|0
03570.flac|-1|Init
03571.flac|0|+2
03572.flac|-0.5|-2
03573.flac|+1|+2
03574.flac|Init|+2
03575.flac|0|-1
03576.flac|Init|-2
03577.flac|Ignore|-0.5
03578.flac|-1|-2
03579.flac|Init|-0.5
03580.flac|Ignore|-2
03581.flac|Ignore|-1
03582.flac|-2|-0.5
03583.flac|-0.5|-0.5
03584.flac|-2|0
03585.flac|-0.5|-2
03586.flac|+1|-2
03587.flac|Init|-1
03588.flac|-2|Ignore
03589.flac|-2|0
03590.flac|Init|-0.5
03591.flac|-1|Ignore
03592.flac|-2|0
03593.flac|+0.5|-2
03594.flac|Init|Ignore
03595.flac|-0.5|+1
03596.flac|Init|Init
03597.flac|Ignore|Ignore
03598.flac|-2|+2
03599.flac|+0.5|-0.5
03600.flac|Ignore|Ignore
03601.flac|+0.5|-2
03602.flac|+2|-0.5
03603.flac|-1|+0.5
03604.flac|-2|Ignore
03605.flac|Init|+1
03606.flac|0|+0.5
03607.flac|-1|+1
03608.flac|+0.5|0
03609.flac|-1|-1
03610.flac|-2|+0.5
03611.flac|+2|+2
03612.flac|Ignore|0
03613.flac|-0.5|+0.5
03614.flac|-2|+0.5
03615.flac|-1|Ignore
03616.flac|-1|-1
03617.flac|+1|0
03618.flac|Init|+0.5
03619.flac|-0.5|Ignore
03620.flac|Init|Ignore
03621.flac|+2|Init
03622.flac|+2|+0.5
03623.flac|+1|-2
03624.flac|+1|-0.5
03625.flac|+2|+0.5
03626.flac|+0.5|Init
03627.flac|+1|-2
03628.flac|-2|Init
03629.flac|-2|+1
03630.flac|+2|-1
03631.flac|+2|+0.5
03632.flac|+1|+0.5
03633.flac|-0.5|Ignore
03634.flac|+1|0
03635.flac|-1|Init
03636.flac|-2|-1
03637.flac|0|+2
03638.flac|-0.5|+2
03639.flac|+1|-2
03640.flac|0|-0.5
03641.flac|Init|Init
03642.flac|+0.5|-1
03643.flac|0|Init
03644.flac|-0.5|+2
03645.flac|-2|Ignore
03646.flac|Ignore|+1
03647.flac|Ignore|+0.5
03648.flac|-2|Ignore
03649.flac|Ignore|-2
03650.flac|-1|Init
03651.flac|Ignore|-2
03652.flac|-0.5|+1
03653.flac|-0.5|Ignore
03654.flac|+1|+1
03655.flac|-1|+2
03656.flac|+0.5|+2
03657.flac|0|Ignore
03658.flac|-2|0
03659.flac|Init|+2
03660.flac|+2|+2
03661.flac|Ignore|0
03662.flac|-1|0
03663.flac|+0.5|+0.5
03664.flac|0|+2
03665.flac|Ignore|Init
03666.flac|+1|Ignore
03667.flac|0|+2
03668.flac|0|-0.5
03669.flac|-1|-1
03670.flac|-2|Init
03671.flac|0|-1
03672.flac|Init|Init
03673.flac|+0.5|Init
03674.flac|+2|-1
03675.flac|+2|0
03676.flac|0|Ignore
03677.flac|Init|+0.5
03678.flac|-0.5|Init
03679.flac|+1|Ignore
03680.flac|-1|+1
03681.flac|0|-0.5
03682.flac|0|-2
03683.flac|-2|-1
03684.flac|-0.5|0
03685.flac|Ignore|Ignore
03686.flac|Init|-0.5
03687.flac|Ignore|-1
03688.flac|-2|0
03689.flac|-1|-0.5
03690.flac|+0.5|Init
03691.flac|+0.5|0
03692.flac|-1|+2
03693.flac|+2|+0.5
03694.flac|+0.5|-2
03695.flac|+0.5|Ignore
03696.flac|-0.5|-1
03697.flac|+0.5|-2
03698.flac|+1|0
03699.flac|-1|+0.5
03700.flac|+2|-0.5
03701.flac|0|-1
03702.flac|Ignore|+2
03703.flac|+2|+1
03704.flac|Ignore|0
03705.flac|-0.5|-2
03706.flac|-0.5|Ignore
03707.flac|+2|0
03708.flac|-1|Ignore
03709.flac|+1|0
03710.flac|Ignore|Init
03711.flac|-0.5|+2
03712.flac|-0.5|+1
03713.flac|-1|Init
03714.flac|Init|0
03715.flac|+0.5|+1
03716.flac|+2|-0.5
03717.flac|0|-2
03718.flac|+2|Ignore
03719.flac|+1|-2
03720.flac|+1|+0.5
03721.flac|+1|+2
03722.flac|+0.5|0
03723.flac|+0.5|+1
03724.flac|-1|Ignore
03725.flac|0|-2
03726.flac|Init|Ignore
03727.flac|0|Ignore
03728.flac|-1|-2
03729.flac|0|-2
03730.flac|-0.5|+0.5
03731.flac|Ignore|Ignore
03732.flac|0|+0.5
03733.flac|+2|Init
03734.flac|-1|+0.5
03735.flac|-2|+2
03736.flac|-1|+1
03737.flac|+0.5|+2
03738.flac|-2|+0.5
03739.flac|-2|+1
03740.flac|+2|+2
03741.flac|+1|Ignore
03742.flac|Ignore|-1
03743.flac|+0.5|+2
03744.flac|-2|-1
03745.flac|+1|+0.5
03746.flac|-1|+1
03747.flac|Init|+0.5
03748.flac|-2|+0.5
03749.flac|Ignore|+2
03750.flac|+1|+2
03751.flac|+0.5|0
03752.flac|Ignore|Ignore
03753.flac|-1|-1
03754.flac|0|+0.5
03755.flac|Ignore|-2
03756.flac|Init|+0.5
03757.flac|+1|+1
03758.flac|+2|+1
03759.flac|0|-1
03760.flac|Init|-2
03761.flac|+1|-0.5
03762.flac|+0.5|-0.5
03763.flac|-2|+2
03764.flac|0|-0.5
03765.flac|+1|+2
03766.flac|Ignore|-1
03767.flac|+1|-1
03768.flac|0|Init
03769.flac|-1|Ignore
03770.flac|+0.5|+1
03771.flac|-0.5|-2
03772.flac|-1|Init
03773.flac|+2|+1
03774.flac|+1|Ignore
03775.flac|0|+0.5
03776.flac|-1|-1
03777.flac|Ignore|+1
03778.flac|+1|+2
03779.flac|-2|-0.5
03780.flac|Init|0
03781.flac|0|-0.5
03782.flac|Ignore|+0.5
03783.flac|+2|Init
03784.flac|-0.5|+1
03785.flac|-1|-2
03786.flac|+0.5|-1
03787.flac|Init|Init
03788.flac|+2|Ignore
03789.flac|Ignore|-1
03790.flac|Ignore|Init
03791.flac|-0.5|-1
03792.flac|-2|0
03793.flac|-0.5|Init
03794.flac|Ignore|0
03795.flac|+0.5|0
03796.flac|+2|-0.5
03797.flac|+2|+0.5
03798.flac|+0.5|-2
03799.flac|Init|-1
03800.flac|-1|0
03801.flac|0|0
03802.flac|Init|0
03803.flac|Init|-2
03804.flac|+0.5|+2
03805.flac|+2|-2
03806.flac|0|+0.5
03807.flac|+1|0
03808.flac|-2|Init
03809.flac|-0.5|+0.5
03810.flac|Ignore|Ignore
03811.flac|Init|-1
03812.flac|0|+0.5
03813.flac|-1|+1
03814.flac|+2|+1
03815.flac|-2|-1
03816.flac|-2|-1
03817.flac|0|-1
03818.flac|-1|Ignore
03819.flac|Init|-2
03820.flac|-1|Init
03821.flac|Init|+1
03822.flac|+1|-2
03823.flac|-2|Init
03824.flac|+2|-0.5
03825.flac|0|+2
03826.flac|0|+2
03827.flac|-0.5|-0.5
03828.flac|+1|0
03829.flac|+1|-2
03830.flac|+0.5|+1
03831.flac|+1|+1
03832.flac|0|Init
03833.flac|-0.5|+1
03834.flac|+2|-0.5
03835.flac|Ignore|Init
03836.flac|0|+2
03837.flac|-0.5|Init
03838.flac|0|+2
03839.flac|-2|+2
03840.flac|Init|+2
03841.flac|+0.5|Init
03842.flac|-0.5|0
03843.flac|0|-0.5
03844.flac|-1|+1
03845.flac|+0.5|-0.5
03846.flac|-2|-2
03847.flac|+2|0
03848.flac|Ignore|-2
03849.flac|-1|Init
03850.flac|-1|Init
03851.flac|-1|-1
03852.flac|0|-0.5
03853.flac|-1|+1
03854.flac|-1|+1
03855.flac|+0.5|-1
03856.flac|0|Init
03857.flac|+0.5|0
03858.flac|Init|+1
03859.flac|+1|Ignore
03860.flac|Init|-2
03861.flac|-0.5|-2
03862.flac|Ignore|+1
03863.flac|-2|+2
03864.flac|+0.5|+0.5
03865.flac|-0.5|-1
03866.flac|0|-0.5
03867.flac|+0.5|+2
03868.flac|-1|-0.5
03869.flac|0|Init
03870.flac|Ignore|Ignore
03871.flac|+1|+1
03872.flac|-0.5|-2
03873.flac|+1|+0.5
03874.flac|-1|0
03875.flac|-0.5|+2
03876.flac|0|+1
03877.flac|Init|-0.5
03878.flac|Ignore|+1
03879.flac|+1|+0.5
03880.flac|0|Ignore
03881.flac|-2|-0.5
03882.flac|+1|+1
03883.flac|Ignore|-1
03884.flac|-0.5|-2
03885.flac|-1|Init
03886.flac|+0.5|Init
03887.flac|0|-0.5
03888.flac|+0.5|+0.5
03889.flac|-2|+1
03890.flac|Init|Init
03891.flac|-1|+2
03892.flac|Init|+1
03893.flac|-1|-2
03894.flac|Ignore|+0.5
03895.flac|+1|Init
03896.flac|+2|-0.5
03897.flac|+2|-1
03898.flac|+2|Ignore
03899.flac|-0.5|-0.5
03900.flac|+1|+2
03901.flac|0|0
03902.flac|+1|-1
03903.flac|0|0
03904.flac|Init|+2
03905.flac|0|+2
03906.flac|-1|+2
03907.flac|0|+0.5
03908.flac|+1|Init
03909.flac|Init|-1
03910.flac|-0.5|Init
03911.flac|-2|0
03912.flac|-1|-1
03913.flac|+2|Ignore
03914.flac|-2|+0.5
03915.flac|-1|0
03916.flac|0|+1
03917.flac|Init|+2
03918.flac|+2|-1
03919.flac|Init|+0.5
03920.flac|Init|-1
03921.flac|0|-0.5
03922.flac|Ignore|Init
03923.flac|Ignore|-1
03924.flac|+0.5|+2
03925.flac|-1|-1
03926.flac|-1|-1
03927.flac|+0.5|-1
03928.flac|0|-2
03929.flac|-2|-2
03930.flac|Init|+0.5
03931.flac|Init|0
03932.flac|+1|0
03933.flac|+2|0
03934.flac|+1|-1
03935.flac|0|+2
03936.flac|-2|-0.5
03937.flac|Init|-2
03938.flac|-2|+2
03939.flac|+2|+0.5
03940.flac|-0.5|+1
03941.flac|-2|+2
03942.flac|-2|+2
03943.flac|+2|-2
03944.flac|+1|Ignore
03945.flac|Init|-0.5
03946.flac|Init|Init
03947.flac|-0.5|+2
03948.flac|+1|-2
03949.flac|-0.5|-0.5
03950.flac|Init|-2
03951.flac|-0.5|-2
03952.flac|+2|-2
03953.flac|+2|+0.5
03954.flac|+0.5|-2
03955.flac|Ignore|+1
03956.flac|+2|Ignore
03957.flac|Init|+2
03958.flac|-2|0
03959.flac|-0.5|-2
03960.flac|Init|+0.5
03961.flac|+0.5|Ignore
03962.flac|Ignore|-1
03963.flac|+2|-1
03964.flac|Ignore|+2
03965.flac|-2|+2
03966.flac|+0.5|Ignore
03967.flac|0|Ignore
03968.flac|0|+0.5
03969.flac|+2|0
03970.flac|Init|+1
03971.flac|Ignore|-0.5
03972.flac|0|-0.5
03973.flac|Init|+2
03974.flac|-0.5|-1
03975.flac|-2|0
03976.flac|+1|0
03977.flac|+2|Ignore
03978.flac|+1|Ignore
03979.flac|Ignore|-0.5
03980.flac|-1|-1
03981.flac|Init|-2
03982.flac|-0.5|+1
03983.flac|+2|-1
03984.flac|+0.5|0
03985.flac|-0.5|0
03986.flac|+0.5|-1
03987.flac|-0.5|-2
03988.flac|-2|+1
03989.flac|0|Init
03990.flac|0|Init
03991.flac|-0.5|Init
03992.flac|-2|-0.5
03993.flac|+0.5|+1
03994.flac|-1|-1
03995.flac|Init|+2
03996.flac|+2|0
03997.flac|+2|Ignore
03998.flac|Init|+1
03999.flac|-2|0
04000.flac|-2|Init
04001.flac|+2|-1
04002.flac|+1|-0.5
04003.flac|+2|+2
04004.flac|+1|-0.5
04005.flac|-2|Init
04006.flac|0|Ignore
04007.flac|+2|+0.5
04008.flac|Init|0
04009.flac|-0.5|-1
04010.flac|-2|+1
04011.flac|-1|+2
04012.flac|0|+2
04013.flac|-2|+1
04014.flac|+2|+1
04015.flac|+1|-0.5
04016.flac|+0.5|+2
04017.flac|0|-0.5
04018.flac|0|0
04019.flac|Ignore|+1
04020.flac|Ignore|-2
04021.flac|+0.5|+0.5
04022.flac|Ignore|Init
04023.flac|Init|Ignore
04024.flac|Init|Init
04025.flac|0|+0.5
04026.flac|-2|+1
04027.flac|+2|+1
04028.flac|+2|Ignore
04029.flac|+2|-1
04030.flac|-1|Ignore
04031.flac|-2|Init
04032.flac|+0.5|Ignore
04033.flac|Ignore|-1
04034.flac|+0.5|-1
04035.flac|Ignore|Init
04036.flac|-2|+2
04037.flac|-1|-0.5
04038.flac|0|-0.5
04039.flac|-0.5|-0.5
04040.flac|Init|Ignore
04041.flac|0|-2
04042.flac|Ignore|+0.5
04043.flac|Init|-1
04044.flac|Init|+1
04045.flac|-2|+2
04046.flac|-1|-1
04047.flac|-2|+1
04048.flac|0|-1
04049.flac|Init|+2
04050.flac|+2|-1
04051.flac|-2|-0.5
04052.flac|Ignore|-2
04053.flac|+2|-2
04054.flac|0|Ignore
04055.flac|-0.5|-2
04056.flac|0|+1
04057.flac|-1|Init
04058.flac|Ignore|Init
04059.flac|-0.5|-1
04060.flac|+0.5|Ignore
04061.flac|Init|+2
04062.flac|+1|Ignore
04063.flac|-0.5|+2
04064.flac|-2|+0.5
04065.flac|-1|-2
04066.flac|+2|Init
04067.flac|Ignore|+2
04068.flac|+1|+2
04069.flac|-2|-1
04070.flac|+2|0
04071.flac|+1|-2
04072.flac|-0.5|0
04073.flac|+2|-1
04074.flac|0|+2
04075.flac|+0.5|Init
04076.flac|-0.5|-0.5
04077.flac|+2|+1
04078.flac|+0.5|0
04079.flac|-0.5|+2
04080.flac|-1|+0.5
04081.flac|0|+0.5
04082.flac|-1|0
04083.flac|+0.5|+1
04084.flac|+0.5|-2
04085.flac|+2|-2
04086.flac|-1|+2
04087.flac|0|+0.5
04088.flac|-0.5|Ignore
04089.flac|-2|-0.5
04090.flac|+1|0
04091.flac|Ignore|-0.5
04092.flac|-1|+2
04093.flac|-1|-1
04094.flac|Ignore|-1
04095.flac|+2|+0.5
04096.flac|Init|0
04097.flac|Ignore|0
04098.flac|0|-1
04099.flac|-0.5|Init
04100.flac|-1|+0.5
04101.flac|Init|+0.5
04102.flac|-2|Init
04103.flac|Ignore|+1
04104.flac|Init|-1
04105.flac|+0.5|-0.5
04106.flac|-0.5|+0.5
04107.flac|Ignore|+1
04108.flac|Ignore|Init
04109.flac|-0.5|-0.5
04110.flac|Ignore|-0.5
04111.flac|-0.5|+1
04112.flac|+0.5|-0.5
04113.flac|-0.5|+0.5
04114.flac|Init|Ignore
04115.flac|Init|+1
04116.flac|Init|+2
04117.flac|-1|-1
04118.flac|Init|Ignore
04119.flac|+0.5|0
04120.flac|Init|+1
04121.flac|+2|Init
04122.flac|-0.5|Ignore
04123.flac|-0.5|+0.5
04124.flac|+2|0
04125.flac|0|0
04126.flac|Init|0
04127.flac|-1|+2
04128.flac|Ignore|Ignore
04129.flac|-0.5|-0.5
04130.flac|-0.5|0
04131.flac|0|+2
04132.flac|+1|Init
04133.flac|-2|-2
04134.flac|+2|-2
04135.flac|Ignore|Ignore
04136.flac|Ignore|+2
04137.flac|+0.5|-1
04138.flac|-0.5|-0.5
04139.flac|+1|-2
04140.flac|+2|+2
04141.flac|-2|-2
04142.flac|0|-2
04143.flac|Init|-1
04144.flac|Init|-2
04145.flac|+0.5|-2
04146.flac|+1|-1
04147.flac|Init|+1
04148.flac|+1|+0.5
04149.flac|Ignore|Ignore
04150.flac|-1|-1
04151.flac|-2|-0.5
04152.flac|-1|+1
04153.flac|+2|-1
04154.flac|-2|+2
04155.flac|+2|+0.5
04156.flac|+2|-2
04157.flac|-1|-1
04158.flac|-2|-0.5
04159.flac|+1|0
04160.flac|-0.5|+0.5
04161.flac|Ignore|Init
04162.flac|Init|0
04163.flac|+2|-1
04164.flac|-2|+1
04165.flac|-0.5|-1
04166.flac|+1|+2
04167.flac|+1|+2
04168.flac|+0.5|0
04169.flac|-2|Ignore
04170.flac|Init|-1
04171.flac|-2|-2
04172.flac|-2|-0.5
04173.flac|Init|-0.5
04174.flac|-2|0
04175.flac|+2|Init
04176.flac|+0.5|-1
04177.flac|Init|Init
04178.flac|-0.5|+0.5
04179.flac|Ignore|-2
04180.flac|Ignore|+1
04181.flac|+2|Ignore
04182.flac|-0.5|Init
04183.flac|Init|+1
04184.flac|-1|Ignore
04185.flac|+2|-0.5
04186.flac|0|Ignore
04187.flac|Ignore|-1
04188.flac|+0.5|Ignore
04189.flac|Init|Ignore
04190.flac|0|+2
04191.flac|-1|+1
04192.flac|+2|Ignore
04193.flac|+2|+1
04194.flac|Ignore|Ignore
04195.flac|+0.5|+2
04196.flac|Ignore|-2
04197.flac|Init|-2
04198.flac|+1|Ignore
04199.flac|+1|-0.5
04200.flac|Ignore|Init
04201.flac|-0.5|0
04202.flac|-1|-0.5
04203.flac|-1|+0.5
04204.flac|-2|-2
04205.flac|+1|-2
04206.flac|Init|-1
04207.flac|+1|-1
04208.flac|+1|Init
04209.flac|0|+2
04210.flac|-1|-0.5
04211.flac|-2|Init
04212.flac|-2|Ignore
04213.flac|-2|-1
04214.flac|-0.5|+2
04215.flac|0|0
04216.flac|Init|0
04217.flac|-1|-1
04218.flac|+0.5|+1
04219.flac|0|-2
04220.flac|+1|0
04221.flac|-1|Ignore
04222.flac|+1|+1
04223.flac|Init|-1
04224.flac|-2|+0.5
04225.flac|+0.5|-0.5
04226.flac|-0.5|+0.5
04227.flac|-1|-2
04228.flac|+0.5|-1
04229.flac|+2|-1
04230.flac|0|-1
04231.flac|-0.5|-0.5
04232.flac|Ignore|-1
04233.flac|+0.5|-1
04234.flac|+2|+0.5
04235.flac|-0.5|+1
04236.flac|+2|-0.5
04237.flac|-0.5|-1
04238.flac|-2|Init
04239.flac|Init|+0.5
04240.flac|-2|0
04241.flac|Init|-0.5
04242.flac|+2|Ignore
04243.flac|-2|Ignore
04244.flac|+0.5|0
04245.flac|-0.5|Ignore
04246.flac|-1|Init
04247.flac|+1|-1
04248.flac|-1|Ignore
04249.flac|Ignore|+1
04250.flac|+0.5|-1
04251.flac|Init|0
04252.flac|0|-0.5
04253.flac|Init|+1
04254.flac|0|-0.5
04255.flac|Init|Ignore
04256.flac|+0.5|Init
04257.flac|+1|+0.5
04258.flac|-2|+0.5
04259.flac|Ignore|+0.5
04260.flac|+0.5|+1
04261.flac|0|Ignore
04262.flac|-1|-2
04263.flac|-2|Ignore
04264.flac|+2|Init
04265.flac|+1|-2
